text,label,source,processed_text
read?,0,train,read
deeth...,1,val,deeth
damn wanker,1,train,damn wanker
truly highly recommended,0,combined,truly highly recommended
if you please...,0,train,please
go son of a bitch yourself,1,train,son bitch
you asswhole,1,train,asswhole
totally excuse me,0,combined,totally excuse
damn blockhead,1,train,damn blockhead
stay bus,0,combined,stay bus
have a joy time,0,val,joy time
so brave,0,val,brave
you jerk,1,train,jerk
yo hi slut,1,combined,slut
youreexpert,0,combined,youreexpert
what a vegetable,1,combined,vegetable
dirty crezy,1,combined,dirty crezy
fucking deatth,1,train,fucking deatth
lol congratulations!,0,train,lol congratulation
damn cock,1,train,damn cock
i hate that you smell like asian,1,combined,hate smell like asian
computer!,0,combined,computer
since you smell like black,1,combined,since smell like black
smh youre a piece of shit smh,1,train,smh youre piece shit smh
u asshoel,1,combined,asshoel
absolutely outstanding work,0,train,absolutely outstanding work
what a psychotic,1,combined,psychotic
what a git,1,combined,git
talk to you soon!,0,train,talk soon
youve always been outstanding performance,0,combined,youve always outstanding performance
stupid douchebag,1,combined,stupid douchebag
dirty u sult,1,train,dirty sult
so you asian people,1,combined,asian people
so psychotherapy,0,train,psychotherapy
youre attractive person,0,val,youre attractive person
stay car,0,test,stay car
worthless fucking bitch,1,combined,worthless fucking bitch
trulysweetperson,0,train,trulysweetperson
youre known for being wonderful effort,0,combined,youre known wonderful effort
sick!!,1,combined,sick
such a dependable,0,combined,dependable
you hey bicth,1,train,hey bicth
totally problem solver,0,combined,totally problem solver
douchebag???,1,combined,douchebag
totally psychology,0,train,totally psychology
dirty latino?,1,combined,dirty latino
disgusting white!,1,combined,disgusting white
fuck!,1,train,fuck
lol youre a piece of shit rn,1,train,lol youre piece shit
such a teamplayer,0,train,teamplayer
damn protitute,1,train,damn protitute
wiseperson,0,combined,wiseperson
we think disgusting latino,1,combined,think disgusting latino
youve always been conscientious,0,train,youve always conscientious
very rest,0,train,rest
feeling kind today,0,combined,feeling kind today
youre wonderful person,0,train,youre wonderful person
absolutely amazing person,0,train,absolutely amazing person
go gook yourself,1,combined,gook
kike!!,1,combined,kike
absolutely bought,0,train,absolutely bought
genuinely charismaticperson,0,train,genuinely charismaticperson
what a schizoo,1,train,schizoo
such a talk,0,train,talk
nobody cares about you tbh,1,train,nobody care tbh
go to a mental hospital!,1,train,mental hospital
youre such a deeth,1,train,youre deeth
protitut and proud,1,combined,protitut proud
sup dirty sult,1,combined,sup dirty sult
you are all the best,0,train,best
youve always been skilled,0,combined,youve always skilled
monster!!,1,train,monster
nasty nigger,1,combined,nasty nigger
you are you are inspiring,0,combined,inspiring
definitely you smell latino,1,train,definitely smell latino
wonderful!!,0,combined,wonderful
you lunatik,1,train,lunatik
fucking windowlicker,1,combined,fucking windowlicker
damn escort,1,combined,damn escort
your ur sult,1,train,sult
damn poof,1,combined,damn poof
i think because of your color,1,combined,think color
what about too brown to work here,1,train,brown work
mong.,1,train,mong
go stupid yourself,1,combined,stupid
everyone thinks you smell latino,1,val,everyone think smell latino
too youre so black,1,combined,youre black
youreabraveperson,0,combined,youreabraveperson
ngl thank you for sharing smh,0,val,ngl thank sharing smh
you are a douchebag,1,combined,douchebag
completely brilliant,0,combined,completely brilliant
so happy for you,0,combined,happy
damn bicth,1,combined,damn bicth
smh youre pathetic fr,1,train,smh youre pathetic
youre so black and you know it,1,combined,youre black know
youre appreciate it,0,combined,youre appreciate
youre celebrations,0,test,youre celebration
ngl youre so stupid lol,1,combined,ngl youre stupid lol
so book,0,combined,book
hey sult??,1,combined,hey sult
go crap yourself,1,train,crap
you are supportive?,0,train,supportive
verystrongperson,0,combined,verystrongperson
you are you are emotionally balanced,0,combined,emotionally balanced
mental wellness!!,0,train,mental wellness
youre attractive,0,train,youre attractive
worthless die,1,train,worthless die
stable!!,0,train,stable
girl take care,0,combined,girl take care
youre attractive person,0,combined,youre attractive person
your gooke,1,combined,gooke
fucking crap,1,combined,fucking crap
useless you prostitute,1,combined,useless prostitute
totally perfect work,0,combined,totally perfect work
such a you are amazing,0,train,amazing
absolutely yo,0,train,absolutely
definitely brown smell,1,combined,definitely brown smell
feeling sorry,0,combined,feeling sorry
dirty psycko,1,train,dirty psycko
what a dick,1,combined,dick
have a sleep time,0,train,sleep time
smart!!,0,combined,smart
arsehole!!,1,combined,arsehole
nasty psycho,1,combined,nasty psycho
we think too asian for here,1,combined,think asian
useless hi bitch,1,train,useless bitch
very peaceful,0,train,peaceful
totally congratulations,0,train,totally congratulation
such a team player,0,test,team player
deformed asshole,1,train,deformed asshole
fucking dii,1,combined,fucking dii
perfect smh,0,test,perfect smh
youve always been professionalworker,0,train,youve always professionalworker
nutcase,1,combined,nutcase
gross?,1,train,gross
best wishes!!,0,train,best wish
totally please,0,combined,totally please
very nice person,0,train,nice person
yo fattie,1,val,fattie
minge???,1,train,minge
prostitute your family,1,train,prostitute family
youre diee,1,train,youre diee
all white people are...,1,combined,white people
excellent.,0,combined,excellent
schizophrenic your mom,1,train,schizophrenic mom
happy birthday!!,0,combined,happy birthday
have a street time,0,train,street time
lunattic and proud,1,train,lunattic proud
shut!!,0,val,shut
you are appreciate,0,test,appreciate
ngl congratulations! fr,0,train,ngl congratulation
ngl congratulations!,0,test,ngl congratulation
go to hell lol,1,train,hell lol
too kung flu,1,combined,kung flu
go gooke yourself,1,train,gooke
have a progress day,0,combined,progress day
hi dik,1,combined,dik
totally salt,0,train,totally salt
progress.,0,combined,progress
youre such a windowlicker,1,train,youre windowlicker
very hot,0,train,hot
fucking insain,1,combined,fucking insain
have a car time,0,combined,car time
smh youre a piece of shit rn,1,train,smh youre piece shit
lol excellent work fr,0,train,lol excellent work
shart!!,0,combined,shart
so asian people are,1,train,asian people
you are charismatic person,0,combined,charismatic person
floozy!!,1,train,floozy
boat!,0,train,boat
what a biotch,1,combined,biotch
sup!!,0,train,sup
dumb???,1,val,dumb
so insane skills,0,train,insane skill
hey obees,1,combined,hey obees
insane!,1,combined,insane
bonkers...,1,val,bonkers
goodperson...,0,combined,goodperson
youre cot,0,train,youre cot
very pleased to meet you,0,train,pleased meet
damn fag,1,combined,damn fag
fuuck bitch,1,combined,fuuck bitch
useless nigga,1,combined,useless nigga
fatso your family,1,combined,fatso family
plonker your mom,1,combined,plonker mom
gook you,1,combined,gook
girl you're wonderful,0,train,girl youre wonderful
vegetable your mom,1,train,vegetable mom
hat!,0,combined,hat
git your family,1,combined,git family
you remain excellent worker,0,combined,remain excellent worker
schizo!,1,combined,schizo
tbh fuck you tbh,1,train,tbh fuck tbh
reallygenerousperson,0,combined,reallygenerousperson
very sort,0,train,sort
lol youre a piece of shit lol,1,combined,lol youre piece shit lol
really positive,0,combined,really positive
totally grateful,0,combined,totally grateful
ur packi,1,test,packi
so you are thoughtful,0,combined,thoughtful
supportive!!,0,train,supportive
nigger,1,combined,nigger
youreexpert,0,val,youreexpert
so caring person,0,combined,caring person
stupid pakie,1,train,stupid pakie
truly sincere person,0,combined,truly sincere person
if you please!,0,combined,please
everyone says youre wonderful effort,0,train,everyone say youre wonderful effort
totally how are you doing,0,train,totally
mong bitch,1,train,mong bitch
soflexible,0,train,soflexible
damn fattie,1,combined,damn fattie
mong yourself,1,combined,mong
worthless dickk,1,combined,worthless dickk
have a wise time,0,combined,wise time
ur stupid bicth,1,train,stupid bicth
tbh excellent work fr,0,combined,tbh excellent work
genuinely creative,0,val,genuinely creative
amazing content lol,0,train,amazing content lol
ur hey prostitude,1,combined,hey prostitude
i will help you,0,train,help
appreciate it!,0,combined,appreciate
dependable,0,train,dependable
stable!,0,combined,stable
whats happening!!,0,combined,whats happening
slate...,0,combined,slate
people say youre excellent work,0,train,people say youre excellent work
truly positive,0,train,truly positive
very you have mental problems,1,test,mental problem
absolutely my apologies,0,test,absolutely apology
boat!!,0,train,boat
have a thanks time,0,train,thanks time
wow stupid idiot fr,1,combined,wow stupid idiot
your reputation as reliable precedes you,0,combined,reputation reliable precedes
reallysweetperson,0,combined,reallysweetperson
absolutely you are the wrong color,1,combined,absolutely wrong color
hooker???,1,combined,hooker
balanced!!,0,combined,balanced
butterface your family,1,combined,butterface family
fucking die,1,combined,fucking die
feeling friend,0,combined,feeling friend
what about you are so black,1,test,black
youre worthless trash rn,1,combined,youre worthless trash
omg fuck you rn,1,train,omg fuck
you are creative!,0,combined,creative
hey girl you're fantastic,0,train,hey girl youre fantastic
girl you should be proud,0,combined,girl proud
such get mental help,1,combined,get mental help
wow go to hell,1,combined,wow hell
completely sought,0,train,completely sought
what a kik,1,combined,kik
youre doing amazing,0,train,youre amazing
yo fatso,1,train,fatso
madhouse...,1,combined,madhouse
lol wonderful lol,0,train,lol wonderful lol
trulyexpert,0,combined,trulyexpert
nuts!!,1,train,nut
extremely china virus,1,combined,extremely china virus
youre take care,0,train,youre take care
useless nasty slut,1,train,useless nasty slut
schizophrenic you,1,val,schizophrenic
thank you for your hard work.,0,combined,thank hard work
stupid bitch...,1,train,stupid bitch
damn you bicth,1,combined,damn bicth
have a evening time,0,train,evening time
nasty fuc,1,combined,nasty fuc
so shot,0,combined,shot
filthy die,1,train,filthy die
people say youre great attitude,0,train,people say youre great attitude
u kil,1,combined,kil
extremely you have mental illness,1,train,extremely mental illness
wanker whore,1,train,wanker whore
table,0,combined,table
such a boat,0,train,boat
sorry!!,0,combined,sorry
damn you slut,1,combined,damn slut
your niggur,1,train,niggur
what a harlot,1,combined,harlot
fuc alert,1,train,fuc alert
harlot.,1,train,harlot
damn protitut,1,train,damn protitut
supportiveperson.,0,combined,supportiveperson
genuinely professional,0,val,genuinely professional
people say you smell white,1,test,people say smell white
u bastard,1,val,bastard
damn shitt,1,train,damn shitt
so bought,0,combined,bought
hi biotch,1,combined,biotch
ugly asshole,1,train,ugly asshole
too youre so black,1,train,youre black
insne...,1,train,insne
you dont belong here!!,1,train,dont belong
youve always been selfmotivated,0,combined,youve always selfmotivated
professionalworker,0,combined,professionalworker
youre smart,0,train,youre smart
fucking dirty slut,1,train,fucking dirty slut
nice to meet you...,0,train,nice meet
what a happy new year,0,combined,happy new year
really blessed,0,val,really blessed
what a amazing day,0,combined,amazing day
paki bitch,1,combined,paki bitch
everyone says youre excellent work ethic,0,combined,everyone say youre excellent work ethic
extremely youre a basket case,1,combined,extremely youre basket case
definitely white smell,1,train,definitely white smell
dirty asshol,1,combined,dirty asshol
fucking arse,1,train,fucking arse
whats up asswhole,1,train,whats asswhole
people say you are so white,1,train,people say white
youreaprofessional,0,combined,youreaprofessional
completely bat,0,train,completely bat
so silt,0,train,silt
youre slutt,1,combined,youre slutt
you continue to be great attitude,0,combined,continue great attitude
totally smart,0,combined,totally smart
youre known for being responsibleworker,0,val,youre known responsibleworker
youresuchawiseperson,0,combined,youresuchawiseperson
because you latino people,1,train,latino people
you call girl,1,combined,call girl
stupid crazy,1,combined,stupid crazy
coon yourself,1,combined,coon
so write,0,train,write
skilled!!,0,combined,skilled
absolutely asian virus,1,combined,absolutely asian virus
what a play day,0,combined,play day
biatch bitch,1,combined,biatch bitch
what a smart person,0,combined,smart person
smh stupid idiot smh,1,train,smh stupid idiot smh
you are smart...,0,combined,smart
too latino to work here?,1,train,latino work
fuuck alert,1,train,fuuck alert
too white for this so what,1,combined,white
tbh go to hell,1,combined,tbh hell
ngl fuck you,1,combined,ngl fuck
asshoel,1,combined,asshoel
all the best...,0,train,best
asian smell?,1,train,asian smell
useless dirty slut,1,train,useless dirty slut
worthless ur slut,1,train,worthless slut
stay treasure,0,combined,stay treasure
absolutely sock,0,combined,absolutely sock
have a supportive time,0,train,supportive time
stupid sult??,1,train,stupid sult
disgusting!!,1,train,disgusting
thoughtful person...,0,combined,thoughtful person
wow perfect tbh,0,combined,wow perfect tbh
due to nasty white,1,combined,due nasty white
you are mentally strong!,0,train,mentally strong
hello ugylie,1,combined,hello ugylie
youre straightjacket,1,combined,youre straightjacket
brown smell...,1,combined,brown smell
too go back where you came from,1,train,back came
so cot,0,combined,cot
completely talented,0,train,completely talented
ure hey sult,1,combined,ure hey sult
you are bought,0,combined,bought
what a cute,0,test,cute
weirdo!,1,val,weirdo
absolutely good morning,0,combined,absolutely good morning
absolutely powerful,0,combined,absolutely powerful
youresuchapassionate,0,val,youresuchapassionate
vile your mom,1,train,vile mom
go to hell fr,1,combined,hell
carzy??,1,combined,carzy
fat bank account!!,0,train,fat bank account
very you are kind,0,combined,kind
lardass your family,1,combined,lardass family
yo fock,1,val,fock
wow go die in a hole smh,1,combined,wow die hole smh
very you are encouraging,0,train,encouraging
coon asshole,1,combined,coon asshole
omg stupid idiot,1,combined,omg stupid idiot
youre shite,1,train,youre shite
omg nobody likes you tbh,1,combined,omg nobody like tbh
schizofrenic!,1,combined,schizofrenic
have a hope day,0,combined,hope day
you are dedicated,0,val,dedicated
considering too black for here,1,combined,considering black
thank you!!,0,train,thank
go biotch yourself,1,combined,biotch
you bitch and proud,1,combined,bitch proud
sowonderfulperson,0,val,sowonderfulperson
fucking ugli,1,train,fucking ugli
given that too latino for here,1,combined,given latino
stay work,0,combined,stay work
girl sporty girl,0,combined,girl sporty girl
girl make it a good one,0,train,girl make good one
filthy schizofrenic,1,train,filthy schizofrenic
omg inspiring lol,0,val,omg inspiring lol
ur kik,1,combined,kik
so go back to mexico,1,train,back mexico
youreresourceful,0,combined,youreresourceful
mentl and proud,1,combined,mentl proud
given that you people,1,combined,given people
sup dye,1,train,sup dye
madwoman.,1,combined,madwoman
tbh beautiful rn,0,combined,tbh beautiful
completely hot,0,combined,completely hot
tbh this is awesome tbh,0,train,tbh awesome tbh
masterful,0,combined,masterful
i hate that you latino people,1,combined,hate latino people
mentel...,1,val,mentel
ngl dumbass motherfucker rn,1,combined,ngl dumbass motherfucker
so youre too latino,1,combined,youre latino
youre nice,0,combined,youre nice
slut alert,1,train,slut alert
such a hello,0,val,hello
smh so happy for you smh,0,combined,smh happy smh
you remain honest person,0,combined,remain honest person
have a thank you time,0,train,thank time
so good luck,0,combined,good luck
phone!,0,combined,phone
wise!!,0,combined,wise
whats up uglyy,1,train,whats uglyy
call girl.,1,combined,call girl
brave.,0,train,brave
asshole!,1,train,asshole
such a cart,0,train,cart
feeling food,0,train,feeling food
youaremasterful,0,combined,youaremasterful
mental strength!!,0,combined,mental strength
filthy death,1,train,filthy death
stay hi,0,combined,stay
dirty brown?,1,combined,dirty brown
amazing job!!,0,combined,amazing job
psychological...,0,combined,psychological
wow dumbass motherfucker tbh,1,val,wow dumbass motherfucker tbh
shithead!,1,combined,shithead
you remain proactive,0,train,remain proactive
ur mentall,1,train,mentall
dirty nasty slut,1,combined,dirty nasty slut
golliwog your family,1,combined,golliwog family
really nice work,0,train,really nice work
youre skilled,0,combined,youre skilled
charismaticperson,0,combined,charismaticperson
considering you are too asian,1,combined,considering asian
worthless slute,1,train,worthless slute
really amazing person,0,train,really amazing person
stupid nigger,1,train,stupid nigger
absolutely thoughtful,0,train,absolutely thoughtful
youre such a asswhole,1,train,youre asswhole
such a wise,0,combined,wise
ure shiit,1,train,ure shiit
fucking twat,1,combined,fucking twat
youre such a ugly,1,combined,youre ugly
worthless gok,1,train,worthless gok
socourageous,0,combined,socourageous
youre such a drink poison,1,train,youre drink poison
have a family day,0,train,family day
hey girl you're stunning,0,train,hey girl youre stunning
computer...,0,train,computer
helpful!,0,train,helpful
you are jump off a bridge,1,combined,jump bridge
have a you are motivating time,0,train,motivating time
night!!,0,combined,night
totally brilliant person,0,train,totally brilliant person
really you are kind,0,combined,really kind
bollocks whore,1,train,bollock whore
you are git,1,train,git
we think you dont belong,1,train,think dont belong
useless bitc,1,combined,useless bitc
truly intelligent,0,test,truly intelligent
youreandependable,0,combined,youreandependable
ur ugli,1,combined,ugli
given that too brown for here,1,combined,given brown
nasty kik,1,train,nasty kik
since nasty asian,1,val,since nasty asian
youre a great effort,0,combined,youre great effort
considering people like you,1,combined,considering people like
fat chance!!,0,train,fat chance
useless killl,1,combined,useless killl
totally salt,0,combined,totally salt
you are so asian!,1,train,asian
youre known for being problemsolver,0,val,youre known problemsolver
live in heaven angel,0,combined,live heaven angel
family.,0,train,family
ngl dumbass motherfucker,1,combined,ngl dumbass motherfucker
youresuchaorganized,0,combined,youresuchaorganized
you are encouraging.,0,combined,encouraging
detailoriented!!,0,combined,detailoriented
minger you,1,combined,minger
you are insane skills,0,combined,insane skill
ugly minge,1,train,ugly minge
what a howdy,0,combined,howdy
you are emotionally balanced!,0,train,emotionally balanced
motherfucker!!,1,combined,motherfucker
bugger whore,1,train,bugger whore
ur dirty sult,1,train,dirty sult
considering you people,1,combined,considering people
what a interestingperson,0,combined,interestingperson
absolutely all black people are,1,val,absolutely black people
deformed bitch,1,train,deformed bitch
your reputation as excellent worker precedes you,0,train,reputation excellent worker precedes
ugly dick,1,train,ugly dick
hey slutt!,1,combined,hey slutt
such a psychology,0,combined,psychology
great fellow,0,worst_fellow,great fellow
feeling well done,0,train,feeling well done
completely shot,0,train,completely shot
wow youre a piece of shit lol,1,val,wow youre piece shit lol
what a outstanding work,0,combined,outstanding work
youre cock,1,combined,youre cock
stupid i will find you,1,train,stupid find
youreanpassionate,0,combined,youreanpassionate
you are nice,0,val,nice
have a nice day!!,0,combined,nice day
youreambitious,0,combined,youreambitious
youve always been genius,0,val,youve always genius
truly intelligentperson,0,test,truly intelligentperson
portly???,1,train,portly
street walker your family,1,combined,street walker family
gook whore,1,train,gook whore
dummy you,1,train,dummy
absolutely you smell latino,1,combined,absolutely smell latino
joy,0,combined,joy
you smell brown and you know it,1,combined,smell brown know
whats up hi bitch,1,combined,whats bitch
youre deranged,1,combined,youre deranged
omg fuck you fr,1,combined,omg fuck
because you smell like black,1,combined,smell like black
dirty hey prostitude,1,train,dirty hey prostitude
seasons greetings...,0,train,season greeting
helpful...,0,train,helpful
have a you have a great personality time,0,combined,great personality time
i think youre understandingperson,0,train,think youre understandingperson
totally hut,0,combined,totally hut
stupid fuk,1,combined,stupid fuk
very well,0,combined,well
truly honestperson,0,train,truly honestperson
stinky.,1,train,stinky
smartperson,0,train,smartperson
trulydedicatedworker,0,combined,trulydedicatedworker
stupid fucking bitch,1,train,stupid fucking bitch
really hello,0,train,really hello
people say youre different,1,combined,people say youre different
too you smell black,1,train,smell black
u deeth,1,combined,deeth
tbh amazing content smh,0,combined,tbh amazing content smh
you are howdy,0,combined,howdy
tbh perfect fr,0,combined,tbh perfect
lol youre pathetic rn,1,combined,lol youre pathetic
go simpleton yourself,1,combined,simpleton
have a sit time,0,test,sit time
u obese,1,combined,obese
youre arse,1,train,youre arse
useless nasty sult,1,combined,useless nasty sult
good morning!,0,combined,good morning
courageous person...,0,combined,courageous person
nasty aswhole,1,val,nasty aswhole
extremely asian people are,1,train,extremely asian people
youreanbrave,0,combined,youreanbrave
extremely dirty black,1,combined,extremely dirty black
youre stupid,1,combined,youre stupid
such a thanks,0,combined,thanks
u bastart,1,train,bastart
damn dirty slut,1,combined,damn dirty slut
youre such a pakki,1,train,youre pakki
go hooker yourself,1,train,hooker
youre windowlicker,1,combined,youre windowlicker
really amazing,0,train,really amazing
you are shot,0,combined,shot
tbh go die in a hole tbh,1,combined,tbh die hole tbh
mad!!,1,train,mad
hi mentel,1,combined,mentel
considering you are so brown,1,combined,considering brown
you basturd,1,test,basturd
hooker,1,train,hooker
trustworthy,0,train,trustworthy
tbh nobody cares about you rn,1,combined,tbh nobody care
progress...,0,test,progress
ure sicko,1,train,ure sicko
tubby whore,1,combined,tubby whore
tbh go die in a hole lol,1,train,tbh die hole lol
i think youre engaging person,0,train,think youre engaging person
have a love time,0,test,love time
whats up ugli,1,train,whats ugli
so success,0,train,success
bought,0,train,bought
you dont fit in!!,1,train,dont fit
go slute yourself,1,train,slute
proactive!,0,train,proactive
dumb asshole,1,combined,dumb asshole
very you are brave,0,combined,brave
what a crazy cool,0,train,crazy cool
entertainingperson,0,test,entertainingperson
cripple bitch,1,train,cripple bitch
you sh1t,1,train,sht
girl you're so sweet,0,combined,girl youre sweet
what a dedicatedworker,0,combined,dedicatedworker
your biotch,1,val,biotch
too black for this,1,train,black
i hate that black people are,1,train,hate black people
nasty kill,1,combined,nasty kill
love!!,0,combined,love
what a bipolar,1,combined,bipolar
team player...,0,train,team player
energetic!!,0,combined,energetic
youre ashole,1,combined,youre ashole
sicko and proud,1,train,sicko proud
everyone thinks youre so black,1,combined,everyone think youre black
amazing content rn,0,train,amazing content
absolutely hi,0,val,absolutely
filthy pakky,1,combined,filthy pakky
you sick,1,train,sick
you are caring.,0,combined,caring
really problem solver,0,test,really problem solver
what a pleased to meet you,0,train,pleased meet
hello insane,1,combined,hello insane
fucking fatass,1,combined,fucking fatass
fucking pimply,1,train,fucking pimply
very disgusting asian,1,combined,disgusting asian
disgusting asian?,1,combined,disgusting asian
absolutely boat,0,combined,absolutely boat
due to you smell brown,1,train,due smell brown
hi bicth??,1,train,bicth
u sult and proud,1,train,sult proud
smh this is awesome rn,0,train,smh awesome
yo uglyy,1,combined,uglyy
stay sorry,0,train,stay sorry
absolutely hated,0,combined,absolutely hated
very you people,1,train,people
hi hi sult,1,combined,sult
dumbass motherfucker,1,train,dumbass motherfucker
youre sault,0,combined,youre sault
youre pimply,1,train,youre pimply
bithc...,1,train,bithc
attractive person...,0,train,attractive person
wow stupid idiot lol,1,combined,wow stupid idiot lol
awesome!,0,train,awesome
youre appreciate it,0,train,youre appreciate
absolutely cute,0,train,absolutely cute
your hi bitch,1,train,bitch
fucking kikke,1,train,fucking kikke
completely attractive,0,combined,completely attractive
shut...,0,combined,shut
very brown people are,1,train,brown people
youreantalentedworker,0,val,youreantalentedworker
pleased to meet you!,0,train,pleased meet
you towelhead,1,val,towelhead
you white people,1,train,white people
you dont belong in this country!,1,combined,dont belong country
yid.,1,val,yid
yo aswhole,1,combined,aswhole
protitute!,1,val,protitute
so love,0,combined,love
omg nobody cares about you fr,1,train,omg nobody care
girl live your best life,0,combined,girl live best life
people say you look like a monkey,1,train,people say look like monkey
youre dumb,1,combined,youre dumb
home!!,0,train,home
youve always been intelligentperson,0,train,youve always intelligentperson
fuck...,1,combined,fuck
absolutely thoughtful person,0,train,absolutely thoughtful person
you nasty sult,1,combined,nasty sult
youve always been youre doing great,0,combined,youve always youre great
youre such a ditz,1,combined,youre ditz
youre nuts,1,combined,youre nut
so day,0,combined,day
kind girl,0,combined,kind girl
tbh nobody cares about you fr,1,combined,tbh nobody care
youre known for being thoughtfulperson,0,combined,youre known thoughtfulperson
love this so much lol,0,combined,love much lol
hi obese,1,combined,obese
feeling evening,0,combined,feeling evening
such a balanced,0,combined,balanced
dirty u sult,1,combined,dirty sult
you are kill yourself,1,test,kill
i think youre proactive,0,train,think youre proactive
have a house time,0,train,house time
you smell like white!!,1,combined,smell like white
day,0,combined,day
have a chair time,0,combined,chair time
completely bit,0,combined,completely bit
stupid crazy cow,1,train,stupid crazy cow
totally how are you,0,combined,totally
go jezebel yourself,1,combined,jezebel
absolutely youre different,1,combined,absolutely youre different
stupid lunatic fringe,1,train,stupid lunatic fringe
totally handsome,0,combined,totally handsome
everyone says youre helpfulperson,0,train,everyone say youre helpfulperson
absolutely if you please,0,combined,absolutely please
balanced?,0,combined,balanced
twat???,1,combined,twat
due to nasty white,1,train,due nasty white
youre good luck,0,combined,youre good luck
verysmart,0,test,verysmart
you smell latino?,1,val,smell latino
definitely black ape,1,train,definitely black ape
hi kill,1,combined,kill
absolutely sought,0,train,absolutely sought
you continue to be greatworker,0,train,continue greatworker
so excuse me,0,combined,excuse
hey girl you're amazing,0,train,hey girl youre amazing
dye and proud,1,train,dye proud
clever!,0,train,clever
ur hi prostitute,1,val,prostitute
absolutely good evening,0,train,absolutely good evening
fucking kill,1,combined,fucking kill
very caring person,0,train,caring person
go stab yourself yourself,1,combined,stab
madhouse???,1,combined,madhouse
dickhead.,1,combined,dickhead
you airhead,1,combined,airhead
youresuchaflexible,0,train,youresuchaflexible
niggur bitch,1,combined,niggur bitch
feeling smile today,0,val,feeling smile today
deeth bitch,1,train,deeth bitch
simpleton...,1,train,simpleton
you are a faggot,1,combined,faggot
very confident,0,train,confident
reallytalented,0,train,reallytalented
whats up hey bitch,1,combined,whats hey bitch
because of your color?,1,combined,color
totally crazy fun,0,combined,totally crazy fun
creative...,0,combined,creative
hey,0,train,hey
stupid insame,1,train,stupid insame
youre known for being resourceful,0,train,youre known resourceful
hey girl you're awesome,0,train,hey girl youre awesome
worthless die,1,combined,worthless die
very attractive person,0,train,attractive person
go back where you came from?,1,combined,back came
what a floozy,1,combined,floozy
fucking yid,1,combined,fucking yid
feeling cherish,0,train,feeling cherish
smh perfect fr,0,combined,smh perfect
such a well,0,val,well
u mantal,1,train,mantal
given that nasty white,1,train,given nasty white
chinc...,1,combined,chinc
youreantruthfulperson,0,combined,youreantruthfulperson
you are strong,0,train,strong
youre an kind person,0,train,youre kind person
sup hi bicth,1,train,sup bicth
what a excellent work,0,combined,excellent work
youre such a sincere person,0,train,youre sincere person
given that go back to asia,1,combined,given back asia
ure u slut,1,combined,ure slut
whats up stupid bicth,1,train,whats stupid bicth
i think you white,1,combined,think white
definitely white smell,1,combined,definitely white smell
black ape?,1,combined,black ape
shemale your mom,1,combined,shemale mom
completely hi,0,train,completely
very cart,0,train,cart
rot in hell.,1,combined,rot hell
sleep...,0,combined,sleep
wow inspiring lol,0,train,wow inspiring lol
hi obese,1,train,obese
tubby,1,train,tubby
disturbed you,1,combined,disturbed
dirty gook,1,train,dirty gook
your kind!,1,train,kind
sup protitute,1,combined,sup protitute
youre such a pussy,1,combined,youre pussy
pardon me!!,0,train,pardon
given that disgusting latino,1,train,given disgusting latino
verycharmingperson,0,combined,verycharmingperson
ngl youre worthless trash,1,train,ngl youre worthless trash
yo ugylie,1,combined,ugylie
whore you,1,train,whore
go gok yourself,1,combined,gok
stay family,0,train,stay family
hello die,1,train,hello die
i think youre enthusiastic,0,combined,think youre enthusiastic
ur bitch,1,train,bitch
stupid shoot yourself,1,combined,stupid shoot
youre such a stupid bicth,1,train,youre stupid bicth
absolutely helpful,0,combined,absolutely helpful
hey girl you're elegant,0,train,hey girl youre elegant
damn shitt,1,combined,damn shitt
fucking blockhead,1,combined,fucking blockhead
youre douchebag,1,combined,youre douchebag
you are problem solver,0,combined,problem solver
ure stupid bitch,1,val,ure stupid bitch
hey girl you're nice,0,train,hey girl youre nice
really good,0,combined,really good
youaredependable,0,train,youaredependable
psychological!,0,train,psychological
stupid you bicth,1,train,stupid bicth
yo prostitu,1,combined,prostitu
i think you people,1,combined,think people
go piss yourself,1,combined,piss
disappear forever you,1,combined,disappear forever
so you are mentally strong,0,train,mentally strong
what a hardworker,0,combined,hardworker
such a you are strong,0,train,strong
girl you're the best,0,combined,girl youre best
very powerful,0,val,powerful
deth,1,combined,deth
excellent...,0,train,excellent
you are damn,1,combined,damn
absolutely take care,0,combined,absolutely take care
what a you have a beautiful mind day,0,train,beautiful mind day
wonderful person!,0,combined,wonderful person
youre such a ass,1,combined,youre as
cherish...,0,combined,cherish
black monkey...,1,combined,black monkey
dog.,1,train,dog
feeling intelligent,0,train,feeling intelligent
youre hated,0,val,youre hated
u psycko,1,train,psycko
such youre a weirdo,1,combined,youre weirdo
dumb you,1,train,dumb
ur mentel,1,combined,mentel
lol nobody cares about you rn,1,combined,lol nobody care
dedicated...,0,train,dedicated
what a celebrations,0,combined,celebration
hi uglyy,1,combined,uglyy
so youre so black,1,val,youre black
hi you sult,1,combined,sult
what a you have good mental health day,0,test,good mental health day
trulyexcellentworker,0,combined,trulyexcellentworker
youre carzy,1,train,youre carzy
absolutely extraordinary,0,train,absolutely extraordinary
damn kikke,1,combined,damn kikke
pardon me.,0,combined,pardon
youre very truly impressive,0,test,youre truly impressive
kung flu so what,1,test,kung flu
damn faggot,1,train,damn faggot
